Address,Street,City,State,ZipCode,zpid,url,hasImage,status,soldPrice,beds,baths,area,latitude,longitude,isZillowOwned,soldDate,Type,lotArea,lotAreaUnits,taxAssessedValue,yearBuilt,livingArea,hoaFee,sunScore,buildFactor,climateFactor,electricityFactor,solarFactor,description,suburb,hasCooling,cooling,heating,parkingCapacity,parkingLocation,garageCapacity,basement,flooring,view,stories,porch,pricePerSquareFoot,roof,style,listDate,listPrice,walk_score,transit_score,bike_score
"1211 Jancey St, Pittsburgh, PA 15206",1211 Jancey St,Pittsburgh,PA,15206,11619477,https://www.zillow.com/homedetails/1211-Jancey-St-Pittsburgh-PA-15206/11619477_zpid/,TRUE,SOLD,196000,6,4,NA,40.479843,-79.92986,FALSE,12/10/2021,SINGLE_FAMILY,NA,NA,120600,1937,NA,0,92.41,80,6.06,2.91,3.44,This home is located close to Pittsburgh Zoo and Aquarium as well as hospitals and universities.  1211 Janncey features up to 6 bedrooms and 2 full and 2 half baths.  The detached garage has easy alley access and has plenty of room.  The full basement  offers plenty of storage area.  This home has endless possibilities.,Morningside,NA,,"Natural Gas,Hot Water",1,Detached,NA,FALSE,"Hardwood,Tile,Wall to Wall",FALSE,3,NA,NA,Composition,Colonial,11/8/2021,199900,43,47,53
"640 Collins Ave, Pittsburgh, PA 15206",640 Collins Ave,Pittsburgh,PA,15206,11623490,https://www.zillow.com/homedetails/640-Collins-Ave-Pittsburgh-PA-15206/11623490_zpid/,TRUE,SOLD,166829,NA,0,NA,40.467194,-79.91838,FALSE,12/9/2021,MULTI_FAMILY,NA,NA,56400,1920,NA,0,84.41,72,6.06,2.91,3.44,"Outstanding investment in the ever-growing East Liberty area. This corner lot offers endless opportunities. Currently set up as a cash-flowing, fully occupied 3 unit building.",East Liberty,NA,,,0,On Street,NA,FALSE,,FALSE,NA,NA,NA,,,44428,230000,75,62,73
"109 Continental St, Pittsburgh, PA 15206",109 Continental St,Pittsburgh,PA,15206,11285902,https://www.zillow.com/homedetails/109-Continental-St-Pittsburgh-PA-15206/11285902_zpid/,TRUE,SOLD,48000,3,1,1210,40.459816,-79.91084,FALSE,12/9/2021,SINGLE_FAMILY,1045.44,sqft,18300,1920,1210,0,78.01,65.6,6.06,2.91,3.44,"Calling all investors!!!! Brick home in need of TLC, beautiful hardwoods waiting to be brought back to life! Ample room sizes that are a blank slate to customize. Large kitchen with so much potential! Close to the desirable Bakery Square Community. Minutes to Shopping, Hospitals and Sporting Events .Property being SOLD AS IS!",Larimer,TRUE,Window A/C,"Natural Gas,Baseboard",2,On Street,NA,FALSE,Hardwood,FALSE,2,NA,40,Other,Other,11/13/2021,69000,80,63,78
"1280 Beechwood Blvd, Pittsburgh, PA 15206",1280 Beechwood Blvd,Pittsburgh,PA,15206,11629551,https://www.zillow.com/homedetails/1280-Beechwood-Blvd-Pittsburgh-PA-15206/11629551_zpid/,TRUE,SOLD,1250000,8,5,5816,40.446297,-79.918816,FALSE,12/7/2021,SINGLE_FAMILY,0.257093664,acres,774500,1891,5816,0,84.41,72,6.06,2.91,3.44,"This magnificent eight bedroom, four full and one half baths estate offers a blend of quality, spaciousness,and an abundance of state-of-the-art amenities. The residence boasts a striking combination of openspaces for formal and informal entertaining. Enjoy an unmatched blend of location, design excellence, qualityand workmanship in the center of all conveniences. The stunning entry with its beautiful marble flooring,stained glass windows and dual french doors that lead to the main foyer, welcomes your guests in style andacts as the prelude to the home's unique open floor plan. Principle main level rooms include: formal living anddining rooms, a gourmet kitchen, and a private study. There are eight spacious bedrooms on the second and third level which includes a gorgeous master suite and luxurious bath. The finished lower level is perfect forentertaining and highlights knotty pine paneling, carpeted flooring, and storage rooms.Architectural delights include: exquisite designer moldings throughout, numerous fireplaces, stain and leadedglass windows, marble, ceramic, hardwood and carpeted floors. french doors, architectural ceilings, customwindow treatments &#8230;.the list goes on and on!The detached two car garage and a private back yard that issurrounded by a high brick privacy wall will provide a safe place forchildren and pets to play. Professionally landscaped and filled withbeautiful architectural features and abundant quality amenities, you;re sure to fall in love with this extraordinary,one-of-a-kind estate located in sought after community of Squirrel Hill; 8 Bedrooms; 4 full & 1/2 half baths; Kitchen with thermadore gas oven, sub zero refrigerator, double sinks,island with chairs, mud room and extra pantry area; Butler;s pantry with large prep area; Solarium; Spacious formal living room with fireplace, doors to patio, exquisitemoldings, windows with etched glass and hardwood floorsFormal dining room with fireplace, hardwood floors and exquisite moldings; Marble entry with dual French doors leading to main foyer with hardwoodfloors and dramatic open staircase; 2nd Level has four large bedrooms; Master suite features dressing area, decorative fireplace and closets; Master bath highlights additional heat, large vanity, lighted mirrors, jet spray tub and shower with dual heads; Two of the bedrooms on 2nd level have private baths; 3rd level features huge laundry area; 4 additional bedrooms on 3rd level with built in closest in hall way; Large dressing room with built in drawers and cedar closets; Finished lower level has game room with pool table, built-ins and large storage roomLower level work room; Two car detached garage; Patio tree linedBrick privacy wall surrounds rear yard and gardens garden areas; Landscaped corner lot",Point Breeze,FALSE,,"Other,Gas",2,"Garage - Detached,NA",NA,FALSE,"Tile,Hardwood",TRUE,NA,NA,215,Other,,4/9/2021,1395000,71,56,79
"621 Gettysburg St, Pittsburgh, PA 15206",621 Gettysburg St,Pittsburgh,PA,15206,11629218,https://www.zillow.com/homedetails/621-Gettysburg-St-Pittsburgh-PA-15206/11629218_zpid/,TRUE,SOLD,319900,4,3,1975,40.448025,-79.91664,FALSE,12/3/2021,SINGLE_FAMILY,2374.02,sqft,211000,1910,1975,0,85.21,72.8,6.06,2.91,3.44,"A classic Point Breeze Four-Square is the house you have been waiting for! Step through the front door and be greeted by the welcoming entry with soaring nine-foot ceilings and original millwork that abounds throughout the home. Just through the pocket door you will find the cozy living room, a perfect place to relax and unwind at the end of the day. A handsome dining room, featuring great built-ins, can play host to everyday meals or lavish dinners whipped up in the adjacent kitchen. The second floor is home to three bedrooms and a full bathroom. Keep moving up to the third floor to find an en-suite bedroom that could also be used as a secondary living, office, play or learning space. The tiered backyard is waiting for you to create your own chic urban oasis. Only blocks to Reynolds Street restaurants/shops, Mellon Park and Bakery Square, this home is also conveniently located near hospitals, universities and major transit lines, making any commute a breeze!",Point Breeze,TRUE,"Central Air,Electric","Natural Gas,Hot Water",1,Attached,NA,FALSE,"Laminate,Tile,Wall to Wall,Carpet",FALSE,3,NA,162,Other,,10/20/2021,319900,65,57,78
"5524 Stanton Ave, Pittsburgh, PA 15206",5524 Stanton Ave,Pittsburgh,PA,15206,11622294,https://www.zillow.com/homedetails/5524-Stanton-Ave-Pittsburgh-PA-15206/11622294_zpid/,TRUE,SOLD,465000,NA,0,NA,40.47175,-79.92769,FALSE,12/3/2021,MULTI_FAMILY,NA,NA,77900,1907,NA,0,89.21,76.8,6.06,2.91,3.44,"Turnkey legal 3 units on the Highland Park and East Liberty Border. Great rental area, close to businesses, bus line, and park. Modern renovation of all 3 units. Professionally installed metal fire escape. Many original features mixed with wood floors, high ceilings, exposed brick walls, lots of natural light, new kitchens and baths. Live in one unit and rent the others or purchase as an investment. Close to Bryant St and East Liberty businesses. Off street parking in the rear.",East Liberty,NA,,,3,Off Street,NA,FALSE,,FALSE,NA,NA,NA,Asphalt,,9/24/2021,499000,63,52,91
"607 N Euclid Ave, Pittsburgh, PA 15206",607 N Euclid Ave,Pittsburgh,PA,15206,11622899,https://www.zillow.com/homedetails/607-N-Euclid-Ave-Pittsburgh-PA-15206/11622899_zpid/,TRUE,SOLD,455000,5,4,2656,40.46818,-79.92475,FALSE,12/3/2021,SINGLE_FAMILY,3630,sqft,244100,1910,2656,0,92.41,80,6.06,2.91,3.44,"This lovely well maintained home was totally renovated top to bottom 10 years ago and offers more than 2400 sq ft. of living space. MAIN LEVEL includes a gracious foyer, a spacious open floor plan with ample light and gleaming HW floors, a powder room and a fully equipped kitchen with stainless appliances and granite counters. 2nd LEVEL includes a master suite w/ shower and walk in closet plus 2 more  bedrooms, a full bath w/tub/shower and a hall laundry. 3rd LEVEL includes 2 nice sized bedrooms and a full bath. The upper levels have NEW plush carpeting! The outdoor space is sure to please beginning with the welcoming front porch and lovely landscaping. Off the kitchen is a covered back porch...a perfect spot for your morning coffee.  The fenced in level yard includes a flagstone patio for outdoor grilling and dining and plenty of space for gardening. Conveniently located to everything the East End offers...shopping, dining, hospitals and universities, etc. Easy bus access to Downtown.",East Liberty,TRUE,Central Air,"Natural Gas,Forced Air",0,On Street,NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,3,NA,171,Asphalt,Victorian,10/1/2021,465000,78,54,95
"512 N Aiken Ave, Pittsburgh, PA 15206",512 N Aiken Ave,Pittsburgh,PA,15206,11519704,https://www.zillow.com/homedetails/512-N-Aiken-Ave-Pittsburgh-PA-15206/11519704_zpid/,TRUE,SOLD,350000,2,2,1350,40.468956,-79.93349,FALSE,12/2/2021,SINGLE_FAMILY,2992.572,sqft,72600,1950,1350,0,20.41,8,6.06,2.91,3.44,"This completely remodeled beautiful open floor plan 2 bed 2 full bath single family home in East Liberty has it all! The main level features a bright living room, a beautiful hardwood floor, a stunning kitchen with stainless steel appliances, quartz countertops and kitchen island, soft- close cabinetry. Beautiful front yard and relax on your private back porch walk out from the kitchen. The lower level features a high ceiling with a large room for entertaining, a gorgeous full bath. a one car integral garage. There is a bonus room for wine cellar or storage room in the lower level.",Garfield,TRUE,Central Air,"Natural Gas,Forced Air",1,"Garage,Garage Door Opener",NA,FALSE,"Hardwood,Other",FALSE,1,NA,259,Other,Other,10/26/2021,339000,68,53,64
"1426 Morningside Ave, Pittsburgh, PA 15206",1426 Morningside Ave,Pittsburgh,PA,15206,11278672,https://www.zillow.com/homedetails/1426-Morningside-Ave-Pittsburgh-PA-15206/11278672_zpid/,TRUE,SOLD,350000,3,2,1320,40.48201,-79.9296,FALSE,11/30/2021,SINGLE_FAMILY,3001.284,sqft,109500,1927,1320,0,77.21,64.8,6.06,2.91,3.44,"Welcome home to this lovingly maintained 3 bedroom, 2 bath home nestled in the heart of Morningside. Excellent outdoor space with beautiful curb appeal. Enjoy sitting on your spacious front porch while people watching or pull down the shades for a more private retreat. The fenced-in backyard is another spot that you will truly enjoy. Relax under your pergola on the patio or have a great time gardening. Wide plank hardwood floors on the main level and original hardwoods upstairs. Cozy up to the gas fireplace. All brand new windows throughout allow loads of sunlight to pour in. Built-ins located in the dining room and a bedroom upstairs. Updated bathroom with tile shower and soapstone countertops. The beautiful kitchen features stainless appliances, a double oven, and heated tile floor. The clean basement already has a full bathroom and can be easily finished for an added living space. This home features a one car detached garage with an additional space for parking. Home warranty!",Morningside,TRUE,Window A/C,"Natural Gas,Hot Water",1,Detached,NA,FALSE,"Ceramic Tile,Hardwood",FALSE,2,NA,265,Asphalt,,10/12/2021,355000,50,47,58
"1239 N Highland Ave, Pittsburgh, PA 15206",1239 N Highland Ave,Pittsburgh,PA,15206,11620483,https://www.zillow.com/homedetails/1239-N-Highland-Ave-Pittsburgh-PA-15206/11620483_zpid/,TRUE,SOLD,560000,3,3,3630,40.475666,-79.91843,FALSE,11/30/2021,SINGLE_FAMILY,4878.72,sqft,168300,1927,3630,0,92.41,80,6.06,2.91,3.44,"Charming 3 bed 2.5 bath Highland Park home with a breathtaking bonus suite! Enter this beautiful brick home into the spacious living room that opens into a sun soaked dining room. Updated kitchen is equipped with granite countertops, top of the line smart appliances, and separate bar area. Outdoor back patio is an entertainers delight and a true oasis in this city home! Second floor owners suite is complete with expansive walk in closet and newly renovated en suite bath.  Two spacious bedrooms and a full hallway bath complete the second floor. The finished lower level houses a one bedroom suite with an updated bath and a fully equipped kitchen. This guest suite has its own entrance and comes fully furnished with existing decor. Home is equipped with ring door bell, nest thermostat & 4 security cameras that convey. Two car garage, Walking distance to Highland Park, Restaurants, and Shops. A quick drive to the Zoo, Trader Joes, Whole Foods, Night life, Shadyside, Target, and much more!",Highland Park,TRUE,"Central Air,Electric","Natural Gas,Hot Water",2,"Detached,Garage Door Opener",NA,FALSE,"Hardwood,Other",FALSE,2,NA,154,Tile,Colonial,10/6/2021,560000,65,46,83
"710 N Beatty St, Pittsburgh, PA 15206",710 N Beatty St,Pittsburgh,PA,15206,11622963,https://www.zillow.com/homedetails/710-N-Beatty-St-Pittsburgh-PA-15206/11622963_zpid/,TRUE,SOLD,450000,3,3,1961,40.46868,-79.92257,FALSE,11/30/2021,SINGLE_FAMILY,2600.532,sqft,162900,1920,1961,0,89.21,76.8,6.06,2.91,3.44,"Conveniently located in East Liberty next to Pittsburgh’s Alpha Terrace Historic District, this completely renovated property with off-street parking, could be your new home. Original details such as the fireplace in the Living Room and the exposed rafters in the Master Bedroom balance the tasteful updates for modern living. The first floor offers a completely open floor plan, powder room and a generously-sized Kitchen. The Master Bedroom includes a lofted space for a reading nook or additional storage. Don’t miss this opportunity to see this stunning oasis in the City.",East Liberty,TRUE,Central Air,"Natural Gas,Forced Air",2,Off Street,NA,FALSE,Carpet,FALSE,2,NA,229,Asphalt,,NA,NA,79,53,93
"212 Emerson St, Pittsburgh, PA 15206",212 Emerson St,Pittsburgh,PA,15206,11624604,https://www.zillow.com/homedetails/212-Emerson-St-Pittsburgh-PA-15206/11624604_zpid/,TRUE,SOLD,620000,4,4,2826,40.45893,-79.92358,FALSE,11/30/2021,SINGLE_FAMILY,3001.284,sqft,458900,1899,2826,0,82.01,69.6,6.06,2.91,3.44,"The perfect property for living & entertaining. This home offers a large welcoming front porch for visiting with guests, a large open floor plan perfect for entertaining & family gathering and private deck and courtyard in back.  The fully renovated open kitchen layout perfect for preparing a feast for your self &/or guests.   Walkable to the shops & restaurants of Shadyside, Bakery Square, South Highland and East Liberty & easy access to public transportation and downtown. In addition there is a private second floor deck off the home office/den to enjoy the view. The second and third floor offers generous bedroom sizes with a hall bath and 2 ensuite baths. The renovation of the property added all the modern amenities required while retaining the character and charm of the original architecture, high ceilings crown molding, mantles, hardwood floors, exposed brick wall abutting the original wooden staircase.   Everything has been done for you simply move-in & make it your own.",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",2,"Detached,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,3,NA,219,Composition,,10/12/2020,675000,97,69,93
"201 N Graham St, Pittsburgh, PA 15206",201 N Graham St,Pittsburgh,PA,15206,11520355,https://www.zillow.com/homedetails/201-N-Graham-St-Pittsburgh-PA-15206/11520355_zpid/,TRUE,SOLD,227500,5,2,2361,40.465645,-79.93472,FALSE,11/29/2021,SINGLE_FAMILY,2652.804,sqft,20000,1910,2361,0,85.21,72.8,6.06,2.91,3.44,"Spacious home and yard on corner lot in Garfield near Penn Avenue Arts District. Interesting stone wall in front, two porches for hanging out, and fenced rear yard w/ fire pit; space to garden & landscape! Inside you'll find large rooms that get great light from numerous windows. Large basement with year 2020 water heater. Home has lots of room for improvement but is livable as-is now; tons of potential.   Close to PGH Glass Center, ECS Middle School, Spork, Commonplace Coffee, Spak Bros Pizza, Kraynicks, Aldi, The Black Cat Market, Soju, the new Whole Foods, all that Garfield/Friendship/East Liberty have to offer. Solidly tenant-occupied (for past 4 years), so potential to use as rental investment or make it your own home. Fantastic opportunity!",Garfield,NA,,"Natural Gas,Hot Water",0,On Street,NA,FALSE,"Ceramic Tile,Laminate",FALSE,3,NA,96,Asphalt,Other,10/3/2021,215000,87,63,67
